neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,days_before_latest_review,reviews_per_month,calculated_host_listings_count,availability_365
1,1.31238,103.79542,2,78,28,9,258.0,0.16551443847757333,14,347
7,1.29154,103.76891,1,25,5,2,1052.0,0.04879016416943204,9,0
10,1.28368,103.84563,3,115,6,25,15.0,0.3987761199573678,84,60
5,1.29561,103.84035,3,119,6,21,106.0,0.34358970439007686,84,45
10,1.28359,103.84564,3,119,5,21,35.0,0.4574248470388755,67,117
10,1.28342,103.84553,3,110,4,44,41.0,0.7227059828014898,67,117
4,1.32958,103.88464,2,94,3,15,44.0,0.26236426446749106,2,352
14,1.28026,103.85296,2,90,60,1,1251.0,0.01980262729617973,41,364
9,1.33683,103.87099,3,200,2,0,1887.0,0.0,1,0
10,1.28326,103.84318,2,56,90,1,1027.0,0.02955880224154443,83,343
18,1.3461,103.84932,2,150,1,0,1887.0,0.0,1,0
13,1.32526,103.84718,3,100,365,0,1887.0,0.0,1,365
11,1.29584,103.82675,3,169,2,2,1535.0,0.03922071315328133,1,0
15,1.28985,103.84782,2,110,2,6,1411.0,0.11332868530700327,1,0
4,1.31322,103.87976,2,50,2,99,1.0,1.449269160281279,14,77
6,1.30291,103.84871,2,69,1,4,1369.0,0.0769610411361284,1,0
4,1.31532,103.8874,3,94,1,50,17.0,0.6780335427498971,67,65
4,1.31644,103.88702,3,199,2,59,6.0,0.7608058290337599,23,51
4,1.31314,103.88681,3,181,4,48,17.0,0.6626879730752367,84,61
4,1.3132,103.88757,3,82,5,60,45.0,0.7793248768009975,84,0
6,1.30288,103.84825,3,89,6,3,457.0,0.058268908123975824,67,0
1,1.31174,103.79713,2,50,1,1,1540.0,0.01980262729617973,1,0
13,1.32786,103.84907,3,218,14,35,237.0,0.5187937934151676,203,316
5,1.29628,103.84034,3,208,7,23,11.0,0.371563556432483,4,363
4,1.31097,103.8826,2,90,1,115,15.0,1.169381359556317,37,319
4,1.31271,103.88891,2,79,1,0,1887.0,0.0,1,0
14,1.29554,103.85428,2,197,1,0,1887.0,0.0,1,363
10,1.28107,103.84132,3,304,3,115,20.0,1.1755733298042381,9,105
7,1.29497,103.80752,2,75,3,0,1887.0,0.0,1,0
2,1.28315,103.83406,3,201,2,3,1417.0,0.058268908123975824,1,260
11,1.30908,103.81955,2,150,3,0,1887.0,0.0,1,363
2,1.28374,103.83513,3,110,2,28,55.0,0.4382549309311553,26,333
1,1.33081,103.80396,3,360,7,0,1887.0,0.0,1,0
1,1.34486,103.76871,2,76,90,2,582.0,0.03922071315328133,1,365
2,1.28357,103.82995,3,115,1,11,23.0,0.8109302162163288,26,349
5,1.29289,103.84007,2,65,2,2,1484.0,0.03922071315328133,1,0
2,1.28214,103.83121,3,125,1,3,64.0,0.058268908123975824,26,326
4,1.31452,103.88589,3,100,4,22,60.0,0.3576744442718159,67,83
12,1.31015,103.85967,3,222,1,1,1102.0,0.02955880224154443,16,351
4,1.31364,103.88734,3,99,6,55,25.0,0.7561219797213337,84,51
13,1.32401,103.853,3,71,90,3,48.0,0.09531017980432493,3,42
13,1.32831,103.84834,3,119,5,13,191.0,0.25464221837358075,203,319
12,1.313,103.85922,2,76,90,11,149.0,0.19885085874516517,2,256
14,1.27914,103.85002,2,89,90,0,1887.0,0.0,1,365
7,1.30531,103.78374,2,87,28,18,157.0,0.3148107398400336,1,280
3,1.31152,103.84027,3,131,5,2,1367.0,0.03922071315328133,1,0
4,1.31467,103.88749,3,181,7,40,17.0,0.5766133643039938,84,74
4,1.31374,103.88752,3,85,4,99,23.0,1.0818051703517284,67,73
4,1.31375,103.88663,3,85,14,28,65.0,0.4382549309311553,67,0
15,1.29209,103.84109,3,137,8,27,278.0,0.4252677354043441,1,0
6,1.30205,103.85804,2,119,1,2,603.0,0.06765864847381486,7,233
3,1.31569,103.8367,2,100,2,0,1887.0,0.0,1,0
17,1.29836,103.84279,2,81,5,0,1887.0,0.0,2,0
5,1.29453,103.83733,2,78,1,111,16.0,1.1600209167967532,2,3
1,1.31821,103.77942,2,75,5,0,1887.0,0.0,1,0
12,1.31806,103.85172,3,94,2,4,607.0,0.09531017980432493,1,0
15,1.28777,103.84907,2,125,90,74,247.0,0.9001613499442714,1,270
18,1.35011,103.84667,3,100,92,0,1887.0,0.0,3,0
7,1.30728,103.78113,3,150,14,21,31.0,0.34358970439007686,1,291
4,1.31406,103.88626,2,60,1,2,1509.0,0.03922071315328133,1,0
12,1.31584,103.85582,3,94,2,67,17.0,0.8458682675776092,12,311
2,1.27517,103.83639,3,160,13,0,1887.0,0.0,1,0
4,1.30767,103.88146,2,81,2,0,1887.0,0.0,1,0
4,1.31117,103.88298,2,90,1,79,15.0,0.9400072584914712,37,340
10,1.28376,103.83965,2,93,4,3,879.0,0.08617769624105241,1,157
12,1.30886,103.86363,2,50,20,1,1486.0,0.01980262729617973,83,362
12,1.30854,103.86291,2,36,18,4,57.0,0.11332868530700327,112,354
4,1.31226,103.88312,2,139,1,0,1887.0,0.0,2,0
10,1.28343,103.84512,3,115,4,44,14.0,0.6418538861723947,84,69
2,1.28718,103.8262,2,85,1,0,1887.0,0.0,1,0
14,1.27988,103.85065,3,268,2,34,15.0,0.5187937934151676,4,38
6,1.30233,103.84643,2,100,2,30,247.0,0.5128236264286637,2,0
11,1.29432,103.82612,3,151,1,18,413.0,0.3364722366212129,2,365
1,1.31887,103.77462,2,50,3,1,1429.0,0.01980262729617973,1,0
4,1.31333,103.90434,3,139,90,19,637.0,0.43178241642553783,2,0
5,1.29647,103.83779,2,74,1,129,23.0,1.2809338454620642,2,5
14,1.27946,103.85592,3,268,2,22,17.0,0.3576744442718159,4,38
4,1.31496,103.88691,3,94,4,30,17.0,0.47000362924573563,67,32
4,1.3144,103.88671,3,85,4,81,16.0,0.9593502213346021,67,127
4,1.3143,103.88604,3,99,5,17,343.0,0.29266961396282004,67,52
10,1.28898,103.83944,2,28,1,0,1887.0,0.0,1,0
4,1.31536,103.88574,3,85,5,62,42.0,0.8020015854720274,67,43
2,1.28411,103.83254,3,132,2,9,103.0,0.16551443847757333,26,292
12,1.3123,103.86255,2,37,28,1,411.0,0.06765864847381486,112,331
6,1.3026,103.85195,3,250,1,248,16.0,1.7900914121273581,1,229
14,1.27967,103.85539,3,268,2,49,44.0,0.6780335427498971,4,38
13,1.32402,103.85313,2,75,5,7,66.0,0.13976194237515863,1,2
6,1.30105,103.84786,2,100,2,226,14.0,1.7029282555214393,2,228
4,1.3148,103.88593,3,90,14,16,19.0,0.47623417899637155,67,90
13,1.32618,103.85394,3,235,4,12,166.0,0.30010459245033816,114,275
12,1.31737,103.85084,2,100,90,1,1464.0,0.01980262729617973,1,363
4,1.31417,103.88224,2,44,18,0,1887.0,0.0,83,353
1,1.31509,103.80398,3,200,2,15,969.0,0.26236426446749106,1,0
12,1.32647,103.86453,3,200,90,0,1887.0,0.0,1,358
7,1.28618,103.79122,2,50,4,1,1356.0,0.01980262729617973,1,0
2,1.27173,103.82232,1,43,10,0,1887.0,0.0,1,0
6,1.30331,103.84848,2,75,5,3,1330.0,0.058268908123975824,1,0
4,1.31405,103.88619,3,94,1,29,19.0,0.47000362924573563,67,84
4,1.314,103.88576,3,90,4,18,15.0,0.3220834991691132,67,64
14,1.27516,103.8453,3,140,20,4,1245.0,0.0769610411361284,1,0
2,1.28305,103.82722,3,129,2,25,11.0,0.412109650826833,1,0
4,1.31382,103.88744,3,219,4,5,23.0,0.09531017980432493,84,83
7,1.30623,103.78258,3,181,2,9,372.0,0.2151113796169455,2,0
2,1.27242,103.80923,2,75,1,37,205.0,0.7561219797213337,1,319
7,1.30798,103.78604,3,181,3,25,460.0,0.4054651081081644,2,0
12,1.31791,103.85083,3,131,4,14,967.0,0.2468600779315258,1,0
4,1.31575,103.88392,2,58,2,42,602.0,0.7275486072772779,2,0
4,1.31553,103.8909,2,78,1,5,432.0,0.09531017980432493,3,0
2,1.28283,103.83109,2,99,2,1,1483.0,0.01980262729617973,3,0
2,1.27832,103.83774,2,87,90,9,626.0,0.16551443847757333,5,364
2,1.27876,103.82701,2,75,1,6,1122.0,0.11332868530700327,3,0
2,1.28084,103.82894,2,51,1,1,1340.0,0.01980262729617973,3,0
11,1.29407,103.8284,2,200,1,0,1887.0,0.0,1,364
6,1.30649,103.84785,3,137,3,4,474.0,0.0769610411361284,203,243
2,1.28273,103.83349,3,139,1,13,37.0,0.23111172096338664,26,220
2,1.28446,103.83441,3,153,1,6,116.0,0.11332868530700327,26,208
11,1.29374,103.82439,2,65,1,0,1887.0,0.0,1,0
14,1.27383,103.84634,3,189,15,1,1472.0,0.01980262729617973,3,180
4,1.31427,103.90594,2,69,5,0,1887.0,0.0,8,85
4,1.31569,103.88784,3,100,1,21,16.0,0.36464311358790924,67,84
4,1.31306,103.89173,2,69,1,1,1500.0,0.01980262729617973,3,0
2,1.28539,103.83356,3,139,1,34,26.0,0.5187937934151676,26,303
4,1.31286,103.88659,2,50,90,23,921.0,0.3987761199573678,2,36
13,1.31898,103.84614,3,219,30,142,22.0,1.355835153635182,2,283
13,1.32281,103.85133,3,131,180,5,1332.0,0.09531017980432493,1,365
13,1.32214,103.84917,3,200,5,46,6.0,0.6678293725756554,1,335
4,1.31481,103.88701,3,87,1,59,14.0,0.7793248768009975,67,70
12,1.30934,103.86337,2,69,5,0,1887.0,0.0,1,0
4,1.30661,103.88659,3,190,3,0,1887.0,0.0,1,0
10,1.28425,103.84296,2,37,90,2,113.0,0.12221763272424911,83,354
4,1.31489,103.88798,3,181,5,46,42.0,0.6523251860396901,84,36
5,1.29484,103.83859,3,128,1,46,32.0,0.7275486072772779,48,343
7,1.30155,103.79117,3,171,2,89,7.0,1.1631508098056809,1,101
14,1.27377,103.84523,2,200,90,96,195.0,1.1474024528375417,10,347
4,1.31498,103.88587,2,44,1,0,1887.0,0.0,1,0
4,1.31339,103.88609,3,89,4,27,15.0,0.4382549309311553,67,77
14,1.274,103.84603,2,160,90,11,270.0,0.2468600779315258,10,364
12,1.31099,103.85652,3,150,1,0,1887.0,0.0,1,0
14,1.27843,103.84614,2,169,90,37,233.0,0.5933268452777344,10,354
14,1.2745,103.84656,2,150,90,30,235.0,0.5306282510621704,10,0
10,1.27829,103.84485,2,169,90,32,221.0,0.5306282510621704,10,365
5,1.29795,103.83012,2,75,10,13,21.0,0.23111172096338664,1,325
3,1.3055,103.84008,3,129,3,65,48.0,0.9360933591703348,6,132
4,1.31245,103.87858,2,49,1,3,1461.0,0.058268908123975824,1,0
4,1.31443,103.90604,2,60,3,5,191.0,0.11332868530700327,8,361
4,1.31544,103.88674,3,119,7,6,47.0,0.12221763272424911,84,87
2,1.27718,103.82167,2,72,3,291,5.0,1.9530276168241774,1,186
5,1.29611,103.84064,3,119,4,57,19.0,0.7654678421395714,84,58
13,1.32795,103.84354,3,358,7,11,30.0,0.2151113796169455,203,275
4,1.31373,103.88803,3,119,20,12,238.0,0.2151113796169455,84,89
6,1.30298,103.85774,2,90,1,3,254.0,0.11332868530700327,7,233
12,1.30702,103.86212,2,40,18,1,1117.0,0.02955880224154443,112,359
13,1.32761,103.84858,2,219,1,0,1887.0,0.0,1,365
8,1.30805,103.89592,2,56,1,207,15.0,1.6467336971777973,8,53
4,1.31381,103.88682,3,85,4,64,16.0,0.85015092936961,84,65
4,1.31551,103.88613,3,94,6,22,791.0,0.37843643572024505,84,76
12,1.30726,103.86185,2,40,18,3,598.0,0.058268908123975824,83,360
11,1.29325,103.82334,2,85,2,11,873.0,0.22314355131420976,3,230
12,1.29922,103.86215,3,150,2,14,819.0,0.25464221837358075,1,0
4,1.31228,103.8761,2,44,1,26,189.0,0.7701082216960737,7,179
4,1.31083,103.88456,3,194,50,2,1408.0,0.03922071315328133,7,365
5,1.29667,103.83883,3,119,6,40,20.0,0.5933268452777344,84,76
1,1.31743,103.77955,2,85,3,56,35.0,0.7747271675523681,8,270
11,1.31236,103.82572,3,219,3,2,1453.0,0.03922071315328133,1,0
14,1.27866,103.8549,2,344,1,0,1887.0,0.0,1,0
13,1.32381,103.85526,3,144,1,0,1887.0,0.0,1,0
12,1.31209,103.85757,2,58,90,9,15.0,0.17395330712343798,2,17
2,1.27439,103.84083,2,200,1,28,214.0,0.45107561936021656,1,364
12,1.32741,103.86411,2,51,2,22,601.0,0.371563556432483,2,0
5,1.29506,103.83996,3,119,6,38,27.0,0.5766133643039938,84,61
8,1.31182,103.90644,2,56,1,202,58.0,1.6351056591826783,4,0
4,1.31186,103.88136,2,69,1,10,21.0,0.1823215567939546,37,362
4,1.31138,103.88157,2,69,1,26,36.0,0.4252677354043441,37,358
4,1.31153,103.88267,2,69,1,15,36.0,0.2700271372130602,37,365
18,1.35941,103.82834,1,26,1,0,1887.0,0.0,1,0
4,1.31422,103.90481,2,40,1,285,58.0,1.925707441737794,4,0
4,1.3155,103.88591,3,90,1,42,14.0,0.6205764877251098,67,76
12,1.31393,103.87216,2,60,180,10,624.0,0.1906203596086497,1,358
12,1.30838,103.86142,2,40,18,3,1395.0,0.058268908123975824,112,359
5,1.29614,103.83967,3,119,5,28,21.0,0.4574248470388755,84,70
3,1.30521,103.84253,3,194,3,10,1137.0,0.1906203596086497,1,0
4,1.31359,103.88794,3,181,5,47,15.0,0.6981347220709843,84,72
8,1.30847,103.90394,3,83,1,0,1887.0,0.0,1,0
13,1.32445,103.85397,3,228,3,6,352.0,0.11332868530700327,203,17
13,1.3277,103.84428,3,300,30,7,601.0,0.13976194237515863,67,365
8,1.30678,103.90351,2,75,5,4,1399.0,0.0769610411361284,1,363
4,1.31421,103.88753,3,99,4,21,14.0,0.45107561936021656,67,123
6,1.3009,103.85213,2,90,1,161,25.0,1.4655675420143985,2,345
4,1.31479,103.88627,3,94,1,24,30.0,0.5128236264286637,67,72
6,1.30224,103.84572,3,100,6,17,29.0,0.5933268452777344,84,1
2,1.28344,103.83308,2,81,1,0,1887.0,0.0,1,0
12,1.30854,103.86407,2,44,18,2,972.0,0.058268908123975824,83,359
13,1.32419,103.851,3,231,4,6,380.0,0.13976194237515863,114,254
12,1.30852,103.86173,2,40,18,2,1205.0,0.03922071315328133,83,359
6,1.30262,103.84836,2,119,1,0,1887.0,0.0,1,0
12,1.30668,103.86207,2,37,18,8,558.0,0.16551443847757333,112,359
12,1.30787,103.86331,2,39,18,3,1013.0,0.058268908123975824,112,360
14,1.28103,103.85279,3,268,2,39,284.0,0.5877866649021191,4,38
1,1.31587,103.78891,3,135,3,38,13.0,0.6043159668533296,8,300
14,1.29628,103.85365,3,169,7,101,0.0,1.172482137234565,40,360
4,1.31583,103.88886,2,50,3,1,750.0,0.03922071315328133,1,0
1,1.32118,103.80424,2,81,2,48,5.0,0.688134638736401,1,68
11,1.31579,103.83026,3,240,90,19,1132.0,0.34358970439007686,1,250
1,1.31504,103.80376,3,249,2,6,745.0,0.12221763272424911,1,0
13,1.32343,103.85342,3,300,1,1,1445.0,0.01980262729617973,1,0
5,1.29666,103.83975,3,131,30,33,77.0,0.5247285289349821,1,331
2,1.28227,103.8258,2,81,6,0,1887.0,0.0,1,0
7,1.30207,103.79821,2,58,183,2,668.0,0.058268908123975824,1,89
7,1.30574,103.80105,2,58,1,3,390.0,0.06765864847381486,1,331
13,1.3404,103.82685,2,89,3,28,20.0,0.4885800148186709,2,350
4,1.31249,103.88328,3,140,30,8,1289.0,0.1570037488096647,13,0
4,1.31447,103.88143,3,160,30,2,1235.0,0.03922071315328133,13,0
4,1.31253,103.88268,3,181,30,3,1332.0,0.058268908123975824,13,0
14,1.27509,103.84483,3,190,30,9,1201.0,0.17395330712343798,13,0
6,1.30174,103.85389,2,83,1,1,1140.0,0.02955880224154443,1,0
14,1.27341,103.84485,3,210,30,5,1234.0,0.10436001532424286,13,0
14,1.27534,103.84711,3,260,30,19,1196.0,0.3364722366212129,13,0
4,1.30737,103.8885,3,175,6,1,1417.0,0.01980262729617973,1,0
14,1.28031,103.85144,2,85,60,1,1304.0,0.01980262729617973,41,364
14,1.28042,103.85198,3,119,60,0,1887.0,0.0,41,365
4,1.31386,103.88666,3,92,4,57,30.0,0.7839015438284094,84,36
9,1.3323,103.86991,3,164,3,71,20.0,0.9202827531436925,2,308
6,1.30513,103.84969,1,28,1,115,18.0,1.220829921392359,14,355
6,1.30339,103.84884,1,33,1,18,19.0,0.3220834991691132,14,345
6,1.30475,103.84962,1,33,1,3,62.0,0.0769610411361284,14,352
6,1.30509,103.84896,1,31,1,38,21.0,0.5877866649021191,14,347
9,1.33209,103.86926,3,164,3,68,30.0,0.883767540168595,2,294
4,1.31443,103.89439,3,224,3,168,23.0,1.4996230464268938,1,259
14,1.28016,103.8536,3,125,90,1,1261.0,0.01980262729617973,41,364
6,1.30573,103.84885,1,131,1,25,66.0,0.4382549309311553,14,348
2,1.2666,103.81597,2,100,1,0,1887.0,0.0,1,0
10,1.28435,103.84352,3,200,1,0,1887.0,0.0,1,0
14,1.28181,103.85291,3,151,60,0,1887.0,0.0,41,365
16,1.30021,103.83589,2,119,5,1,1445.0,0.01980262729617973,1,0
12,1.3075,103.86267,2,100,1,0,1887.0,0.0,1,0
1,1.31855,103.77496,2,150,1,5,1352.0,0.09531017980432493,1,0
5,1.29478,103.83901,3,119,5,22,44.0,0.37843643572024505,84,48
6,1.30387,103.84695,3,100,5,16,27.0,0.36464311358790924,84,8
5,1.296,103.84045,3,158,7,70,2.0,0.9001613499442714,4,364
5,1.29763,103.83921,3,140,180,12,708.0,0.23111172096338664,1,358
14,1.27399,103.84649,2,150,2,0,1887.0,0.0,1,0
4,1.31138,103.89888,3,210,1,0,1887.0,0.0,1,0
12,1.30971,103.87093,2,60,1,73,14.0,0.9242589015233319,37,314
4,1.31137,103.88129,2,60,1,80,22.0,0.9858167945227652,37,346
4,1.31136,103.88151,2,60,1,58,17.0,0.797507195884188,37,356
4,1.31152,103.88109,2,60,1,11,24.0,0.20701416938432612,37,354
4,1.31108,103.8833,2,69,1,6,14.0,0.12221763272424911,37,365
6,1.30385,103.85095,1,33,1,6,35.0,0.13976194237515863,14,357
6,1.30352,103.85056,1,28,1,70,34.0,0.9321640810304452,14,349
6,1.30526,103.8495,2,79,1,8,103.0,0.1570037488096647,14,339
6,1.30412,103.84905,1,36,1,7,29.0,0.13976194237515863,14,358
6,1.30397,103.84928,1,31,1,11,29.0,0.22314355131420976,14,350
5,1.29463,103.83923,2,100,7,0,1887.0,0.0,1,0
4,1.31274,103.88659,3,181,2,173,14.0,1.528227857008557,16,194
3,1.30543,103.8403,3,135,3,71,15.0,1.0224509277025458,6,137
3,1.30488,103.84002,3,135,3,69,7.0,0.9321640810304452,6,115
12,1.31714,103.85011,2,56,2,2,1378.0,0.03922071315328133,1,0
5,1.29488,103.8392,3,110,20,32,102.0,0.5128236264286637,84,78
12,1.30775,103.8622,2,44,7,1,1198.0,0.02955880224154443,112,360
13,1.31911,103.8464,2,69,2,0,1887.0,0.0,1,0
11,1.31667,103.82595,3,300,7,31,84.0,0.506817602368452,19,327
7,1.28205,103.78507,3,250,3,0,1887.0,0.0,1,0
13,1.32714,103.8512,3,150,3,0,1887.0,0.0,1,0
12,1.30857,103.86234,2,44,18,1,1265.0,0.01980262729617973,112,344
12,1.31439,103.85852,2,50,5,3,1291.0,0.06765864847381486,1,0
2,1.29213,103.81734,3,250,2,2,1386.0,0.03922071315328133,6,0
3,1.31662,103.83582,2,119,1,0,1887.0,0.0,3,230
13,1.32869,103.8474,3,131,25,10,241.0,0.1906203596086497,141,365
2,1.27629,103.83692,2,131,4,26,29.0,0.46373401623214006,1,0
14,1.28051,103.85327,3,250,30,32,211.0,0.5187937934151676,1,361
10,1.28289,103.84728,3,119,2,33,465.0,0.5247285289349821,12,360
1,1.3339,103.80873,2,69,1,0,1887.0,0.0,1,0
11,1.2959,103.82972,3,208,1,6,1107.0,0.12221763272424911,26,101
4,1.31273,103.87559,3,156,2,111,62.0,1.2029723039923526,6,141
13,1.3285,103.84524,3,268,20,17,149.0,0.3148107398400336,141,365
13,1.32421,103.85337,3,200,3,84,55.0,1.0152306797290584,67,265
13,1.32475,103.8522,3,208,3,6,435.0,0.1310282624064042,203,364
13,1.32218,103.84192,2,99,120,0,1887.0,0.0,1,365
11,1.31491,103.80578,3,119,2,4,913.0,0.08617769624105241,1,0
2,1.28475,103.83289,2,87,90,42,504.0,0.6365768290715511,5,364
13,1.32235,103.85286,3,231,7,6,372.0,0.2151113796169455,114,257
13,1.32427,103.85103,3,218,8,6,559.0,0.12221763272424911,203,365
12,1.2962,103.86954,2,72,1,0,1887.0,0.0,1,0
10,1.28476,103.84589,1,28,1,6,37.0,0.14842000511827322,9,363
10,1.28365,103.84637,1,32,1,15,220.0,0.29266961396282004,9,360
4,1.31241,103.88686,3,308,30,1,460.0,0.058268908123975824,1,148
10,1.27757,103.84141,3,250,1,0,1887.0,0.0,1,0
10,1.28285,103.8445,1,28,1,34,9.0,0.5538851132264376,9,364
10,1.2842,103.84444,1,32,1,19,10.0,0.34358970439007686,9,356
14,1.27686,103.84835,2,158,1,0,1887.0,0.0,1,0
7,1.30652,103.79449,2,75,1,8,125.0,0.1570037488096647,1,128
14,1.28027,103.85072,3,208,4,9,9.0,0.1823215567939546,8,360
14,1.28028,103.85331,3,228,4,10,393.0,0.1906203596086497,8,360
12,1.31546,103.85508,2,69,90,16,197.0,0.3364722366212129,13,278
12,1.31541,103.85609,3,140,90,0,1887.0,0.0,1,0
4,1.31584,103.88199,3,108,1,166,5.0,1.5260563034950492,2,73
11,1.29417,103.82827,3,151,3,14,346.0,0.28517894223366247,2,365
8,1.30478,103.90485,3,258,2,1,23.0,0.6931471805599453,1,84
12,1.32792,103.86447,3,125,1,0,1887.0,0.0,2,0
4,1.31567,103.88186,3,128,1,16,20.0,0.3148107398400336,2,45
12,1.32746,103.86436,3,60,1,0,1887.0,0.0,2,0
1,1.31213,103.79569,2,56,1,0,1887.0,0.0,1,0
12,1.3134,103.85402,2,200,1,1,1412.0,0.01980262729617973,1,0
6,1.3037,103.84988,2,110,1,1,1414.0,0.01980262729617973,1,0
1,1.31331,103.79929,3,199,3,2,1334.0,0.03922071315328133,1,0
1,1.31448,103.79311,2,100,1,0,1887.0,0.0,1,0
14,1.27439,103.84714,2,169,90,18,244.0,0.35065687161316933,10,0
5,1.29525,103.83722,3,325,3,2,1334.0,0.03922071315328133,1,0
12,1.30985,103.87271,2,100,2,36,15.0,0.5822156198526637,11,355
12,1.31251,103.86023,1,22,1,38,424.0,0.5933268452777344,17,365
4,1.31028,103.88633,2,40,3,6,1212.0,0.12221763272424911,1,0
14,1.27396,103.84523,2,200,90,53,195.0,0.7839015438284094,10,351
14,1.2728,103.8448,2,169,90,129,176.0,1.3376291891386096,10,0
14,1.27429,103.84519,2,169,90,25,292.0,0.44468582126144574,10,365
14,1.27331,103.84422,2,161,2,9,13.0,0.1906203596086497,10,0
10,1.28307,103.84395,1,315,1,1,162.0,0.16551443847757333,5,275
1,1.31679,103.78518,3,344,6,0,1887.0,0.0,1,0
13,1.31702,103.83964,3,131,6,3,966.0,0.06765864847381486,1,0
9,1.33957,103.8457,3,56,1,0,1887.0,0.0,1,0
18,1.35631,103.84883,2,110,1,0,1887.0,0.0,2,0
14,1.28041,103.85241,3,310,90,5,1210.0,0.10436001532424286,6,93
13,1.32148,103.84106,3,118,5,8,748.0,0.16551443847757333,8,365
10,1.28337,103.84369,3,119,5,6,28.0,0.2151113796169455,84,64
14,1.29889,103.85567,3,250,100,0,1887.0,0.0,8,365
8,1.30332,103.90058,2,100,1,60,21.0,0.8372475245337022,7,162
10,1.28363,103.83998,2,139,1,0,1887.0,0.0,1,0
17,1.29773,103.84347,2,131,2,11,1042.0,0.22314355131420976,1,0
10,1.28304,103.84294,2,60,18,1,1361.0,0.01980262729617973,83,356
8,1.30208,103.90206,2,118,1,37,20.0,0.6043159668533296,7,179
13,1.31972,103.84736,2,150,1,1,116.0,0.22314355131420976,1,0
8,1.30195,103.90241,2,81,1,107,31.0,1.220829921392359,7,158
1,1.32492,103.81175,2,44,30,8,134.0,0.1906203596086497,1,239
10,1.28362,103.84604,3,286,3,113,47.0,1.2325602611778486,9,96
12,1.31074,103.85964,2,210,1,39,28.0,0.6780335427498971,20,349
4,1.31479,103.88787,3,94,4,66,16.0,0.9783261227936078,84,72
6,1.29913,103.85316,1,31,2,50,19.0,0.7466879474879753,14,303
12,1.3149,103.85021,1,44,1,34,391.0,0.5596157879354227,17,365
1,1.33194,103.79488,2,42,2,2,1342.0,0.03922071315328133,1,0
4,1.3153,103.90333,2,81,90,1,1332.0,0.01980262729617973,1,0
7,1.28337,103.78359,3,292,3,1,1140.0,0.02955880224154443,1,0
14,1.29811,103.85691,3,250,100,0,1887.0,0.0,8,365
9,1.33284,103.87767,1,56,30,0,1887.0,0.0,2,365
12,1.31669,103.85382,3,300,14,0,1887.0,0.0,67,365
9,1.33504,103.86762,3,187,25,5,25.0,0.11332868530700327,141,365
6,1.30217,103.84695,2,119,3,21,424.0,0.37843643572024505,1,239
12,1.31117,103.87361,2,125,2,25,22.0,0.4574248470388755,11,357
12,1.3114,103.87215,2,150,2,4,526.0,0.10436001532424286,11,365
12,1.31169,103.87275,2,175,2,15,38.0,0.30010459245033816,11,365
12,1.31153,103.8723,2,200,2,5,127.0,0.11332868530700327,11,361
12,1.31017,103.87394,2,256,2,1,1183.0,0.02955880224154443,11,365
12,1.30988,103.87346,2,224,2,2,37.0,0.0769610411361284,11,365
2,1.2844,103.83487,3,119,2,6,53.0,0.14842000511827322,26,331
12,1.31401,103.8588,1,26,1,26,38.0,0.44468582126144574,11,365
1,1.34762,103.79029,2,90,1,0,1887.0,0.0,1,0
5,1.29702,103.83046,3,200,1,1,1332.0,0.01980262729617973,1,0
12,1.31722,103.85069,3,135,2,12,941.0,0.23901690047049992,1,0
14,1.27399,103.84339,2,103,1,1,1374.0,0.01980262729617973,1,0
15,1.2901,103.83917,3,104,7,2,1296.0,0.03922071315328133,1,0
12,1.31471,103.85904,1,25,1,9,173.0,0.1906203596086497,11,358
12,1.31408,103.85868,2,181,1,4,202.0,0.09531017980432493,11,365
11,1.31889,103.82685,3,100,150,2,606.0,0.058268908123975824,5,239
6,1.29931,103.85063,2,100,3,5,1220.0,0.10436001532424286,1,0
12,1.3143,103.85881,2,119,1,44,22.0,0.6830968447064438,11,358
6,1.3032,103.84799,3,100,5,0,1887.0,0.0,1,0
10,1.2847,103.84404,2,49,90,0,1887.0,0.0,83,365
2,1.28455,103.83312,3,300,30,0,1887.0,0.0,1,365
12,1.31449,103.85896,1,50,1,8,945.0,0.1570037488096647,11,365
14,1.27999,103.85313,2,131,60,0,1887.0,0.0,41,364
11,1.32075,103.82223,3,215,3,16,24.0,0.3148107398400336,3,36
2,1.29108,103.83077,2,69,2,4,1353.0,0.08617769624105241,1,0
12,1.31609,103.85444,2,69,2,80,15.0,1.2556160374777743,13,148
18,1.35885,103.84418,2,81,2,13,1078.0,0.25464221837358075,2,0
4,1.31235,103.87689,3,97,1,0,1887.0,0.0,1,0
4,1.30999,103.88591,3,178,190,0,1887.0,0.0,1,365
16,1.30418,103.83449,3,281,1,202,2.0,1.7351891177396608,1,235
12,1.31913,103.86103,2,69,3,120,29.0,1.3137236682850553,2,130
14,1.27548,103.84517,3,219,3,7,792.0,0.1570037488096647,1,0
4,1.31123,103.88521,3,156,2,3,1333.0,0.06765864847381486,1,0
18,1.35904,103.84735,2,85,7,24,968.0,0.41871033485818504,2,0
10,1.28329,103.84251,2,87,3,185,23.0,1.6351056591826783,7,258
14,1.27551,103.84515,3,190,30,2,1335.0,0.03922071315328133,13,0
14,1.27527,103.84562,3,210,30,1,1290.0,0.01980262729617973,13,0
